Question,Answer,Topic
Who does not need to pay the downpayment according to the guidelines?,"Sponsored scholars, CHED K-12 and SIKAP Grantees, government grantees, and children of employees (if approved).",30
What is the condition for children of employees to bypass the downpayment?,An approved application for the privilege made by the employee.,30
"What is the purpose of the ""by-pass"" in the enrollment process?",To allow scholars to enroll without paying the downpayment.,30
Who signals the authorized offices to Finance for the bypass?,Not specified in the text.,30
What is the role of the Finance office in the bypass process?,Not specified in the text.,30
Can athlete-scholars bypass the downpayment?,"No, athlete-scholars need to pay the downpayment.",30
Who is responsible for facilitating the bypass of applicable fees for sponsored scholars?,"The Office of Alumni Affairs, Scholarships, and Job Placement.",30
What is the email address where the endorsement letter is sent?,assessmenttertiary@usc.edu.ph.,30
What is the purpose of sending the endorsement letter to assessmenttertiary@usc.edu.ph?,To bypass or override the down-payment.,30
What are the two fee discounts available for students during enrollment?,The two fee discounts available for students during enrollment are Family and Sibling Discount and Full Payment Discount.,31
What is the Family and Sibling Discount available for?,Family and Sibling Discount is available for siblings enrolled in USC.,31
"Can students enrolled in Montessori, Law, and Graduate Programs enjoy the Family and Sibling Discount?","No, students enrolled in Montessori, Law, and Graduate Programs cannot enjoy the Family and Sibling Discount.",31
How much discount can a student enjoy with the Family and Sibling Discount?,A student may enjoy a 5% discount on tuition fees.,31
How do I apply for the Family and Sibling Discount?,"To apply for Family and Sibling Discount, click ""Student Task"", ""Others"", and ""Apply Same Family Privilege"".",31
"What do I need to do after clicking ""Apply Same Family Privilege""?","Click the home icon and indicate academic period and year, then indicate the ID number of the sibling to be included in the privilege, then click ""Submit"".",31
What happens to the application after submission?,The application is then forwarded to VP Finance for approval whose status can be monitored.,31
What is the Full Payment Discount available for?,Full Payment Discount is available for a student who wishes to pay for his or her enrolled courses in full.,31
How are discount rates applied for the Full Payment Discount?,Discount rates are applied based on how the payment was made.,31
How much discount can I get if I pay through Offsite Payment Centers or Onsite Cash?,A 5% discount on tuition fees is granted.,31
How much discount can I get if I pay through Onsite Credit Card (Visa or Mastercard)?,A 3% discount on tuition fees is granted.,31
How much discount can I get if I pay through Onsite Debit Card?,A 3.5% discount on tuition fees is granted.,31
Who can I contact for verification and necessary computations for the Full Payment Discount?,You can contact the Accounting Office for verification and the necessary computations.,31
What is the general guideline for the Full Payment Discount?,"As a general guideline, discount rates are applied based on how the payment was made.",31
Can I get a discount if I pay for my enrolled courses in installments?,"No, the Full Payment Discount is available for a student who wishes to pay for his or her enrolled courses in full.",31
Can I apply for both Family and Sibling Discount and Full Payment Discount?,"The text does not specify if a student can apply for both discounts, but it explains the process for each discount separately.",31
Who approves the application for Family and Sibling Discount?,The application is forwarded to VP Finance for approval.,31
Can I monitor the status of my application for Family and Sibling Discount?,"Yes, the status can be monitored.",31
What do I need to indicate when applying for Family and Sibling Discount?,"You need to indicate the academic period and year, then indicate the ID number of the sibling to be included in the privilege.",31
"Where can I find the ""Apply Same Family Privilege"" option?","You can find it by clicking ""Student Task"", ""Others"", and then ""Apply Same Family Privilege"".",31
What is the purpose of the Family and Sibling Discount?,"The text does not explicitly state the purpose, but it provides the process and requirements for the discount.",31
Can I get a refund if I paid in full and then applied for the Full Payment Discount?,The text does not specify the refund policy.,31
Are there any other discounts available aside from Family and Sibling Discount and Full Payment Discount?,The text does not mention any other discounts.,31
Can I apply for the Full Payment Discount if I'm paying for only some of my enrolled courses?,"No, the Full Payment Discount is available for a student who wishes to pay for his or her enrolled courses in full.",31
Can I get a discount if I'm a sibling of a USC student but not enrolled in USC?,"No, the Family and Sibling Discount is available for siblings enrolled in USC.",31
What does a student who wants to transfer out of USC need?,Specific documents which may be required by the university to where he/she will transfer to.,32
How can a student apply for a Certificate of Transfer Credential and an evaluation or informative copy of the Transcript of Records (TOR)?,"By clicking the ""Online request for school records"" at the log in page of the ISMIS portal.",32
Where can a student apply for a Certificate of Good Moral Character?,At the Office of Student Formation and Activities office.,32
Who will check on a student's records for the Certificate of Good Moral Character?,The Student Discipline Officer.,32
What should a student do if they have no pending cases for the Certificate of Good Moral Character?,Proceed to the cashier to pay for the fee for the certificate.,32
What should a student do after paying for the Certificate of Good Moral Character?,Bring the receipt back to the Office of Student Formation and Activities to claim the certificate.,32
What is required to claim the Certificate of Good Moral Character?,The receipt from the cashier.,32
"Where is the ""Online request for school records"" located?",At the log in page of the ISMIS portal.,32
What is the purpose of the Certificate of Transfer Credential?,To be submitted to the university where the student will transfer to.,32
What is the Certificate of Good Moral Character for?,Not specified in the context.,32
Who issues the Certificate of Good Moral Character?,The Office of Student Formation and Activities.,32
How long does it take to get the Certificate of Good Moral Character?,Not specified in the context.,32
Can a student apply for the Certificate of Good Moral Character online?,Not specified in the context.,32
Is there a fee for the Certificate of Good Moral Character?,Yes.,32
Where can a student pay for the Certificate of Good Moral Character?,At the cashier.,32
What is the role of the Student Discipline Officer?,To check on a student's records.,32
What happens if a student has pending cases for the Certificate of Good Moral Character?,Not specified in the context.,32
Can a student apply for the Certificate of Transfer Credential and Certificate of Good Moral Character at the same time?,Not specified in the context.,32
Is the Certificate of Good Moral Character required for transferring out of USC?,Not specified in the context.,32
How long does it take to process the Certificate of Transfer Credential?,Not specified in the context.,32
Can a student apply for the Certificate of Transfer Credential in person?,Not specified in the context.,32
What is the ISMIS portal used for?,To apply for the Certificate of Transfer Credential and an evaluation or informative copy of the Transcript of Records (TOR).,32
What is the Transcript of Records (TOR)?,Not specified in the context.,32
Is the Certificate of Good Moral Character required by the university where the student will transfer to?,Not specified in the context.,32
Can a student apply for the Certificate of Good Moral Character before paying the fee?,No.,32
What is the purpose of the Office of Student Formation and Activities?,Not specified in the context.,32
Who can guide a student through the process of transferring out of USC?,Not specified in the context.,32
Are there any other requirements for transferring out of USC?,Not specified in the context.,32
What is the email convention for USC students?,idnumber@usc.edu.ph (e.g. 12345@usc.edu.ph),33
What is the default password for USC students?,lastname + your idnumber (e.g. delacruz12345),33
What should you do after logging in to your USC email account?,Create a recovery email so that you can reset your password anytime in case you forget.,33
What will Gmail ask you to do after logging in?,Change your password,33
How do you set up a recovery email?,"Step 1: Go to ""Manage your Google account"". Step 2: Personal Info. Step 3: Contact Info. Step 4: Recovery Email.",33
What should you use your official USC Google account for?,Responsibly and in accordance with Google Workspace for Education Terms of Service.,33
What is the official Learning Management System (LMS) for University of San Carlos?,Canvas,33
How do you set your password and access the Canvas Learning Management System Portal?,"Follow the steps: Go to https://usc.instructure.com, Click the ""Forgot Password"" link, Provide your USC email address, Click the ""Request Password"" button, Check your USC email for the reset password link sent by Canvas, Click the Reset Password link in the email and set your preferred password.",33
Where do you go to reset your Canvas password?,https://usc.instructure.com,33
What do you need to do if you don't see the reset password email from Canvas?,Check the Spam box as well since there are instances where the email from Canvas is saved in the Spam box.,33
What do you do after clicking the Reset Password link in the email?,Set your preferred password.,33
What is your username when logging in to Canvas?,Your USC email address.,33
What do you see on the dashboard after logging in to Canvas?,Your enrolled courses.,33
What is the purpose of setting up a recovery email?,So that you can reset your password anytime in case you forget.,33
What is the URL to access the Canvas Learning Management System Portal?,https://usc.instructure.com,33
What is the Google Workspace for Education Terms of Service URL?,https://gsuite.google.com/terms/education_terms.html,33
What is the format of the USC email address?,idnumber@usc.edu.ph,33
What is the default password format for USC students?,lastname + your idnumber (e.g. delacruz12345),33
What should you do with your official USC Google account?,Use it responsibly and in accordance with Google Workspace for Education Terms of Service.,33
What is the purpose of the recovery email?,To reset your password anytime in case you forget.,33
How do you request a password reset in Canvas?,"Click the ""Forgot Password"" link, Provide your USC email address, Click the ""Request Password"" button.",33
What do you do after receiving the reset password email from Canvas?,Click the Reset Password link in the email and set your preferred password.,33
What is expected of a student once they are enrolled?,"Once a student is enrolled, he/she is expected to settle the full tuition and other school fees within the term.",34
What is a term referred to in the context of fees?,Term refers to a semester or summer a student is enrolled in.,34
Can tuition and other school fees be paid in full at the time of enrollment?,"Yes, tuition and other school fees may be paid in full at the time of enrollment or by installment (amount set by the Office of Finance).",34
Where can students pay their fees?,"Students can pay their fees at the cashier which is located at the ground floor of Bunzel building, or through online means.",34
Are there discounts available for students who pay their fees in full?,"Yes, discounts are granted on full payment of school fees within the specified period set by the Office of Finance.",34
How do students avail of the discount?,"Students who wish to avail of the discount are advised to apply at the Accounting Office within a specified time during the enrollment period; otherwise, the privilege will be forfeited.",34
Can students pay their fees on an installment basis?,"Yes, students who cannot pay their tuition and other fees in full during enrollment may settle their account on an installment basis, provided that the downpayment is made at enrollment according to the amount fixed by the University, and the balance must be paid monthly or on scheduled examination dates.",34
How can teachers view the payment status of students?,The payment status of students can be viewed by teachers on the class lists in ISMIS.,34
What is the penalty for a student who withdraws their enrollment within the enrollment period during the regular semester or summer term?,A student who withdraws his or her enrollment within the enrollment period during the regular semester of summer term shall be charged P500.00 non-refundable.,34
What is the penalty for a student who withdraws their enrollment within the first week of classes during a regular semester or within the first to third day of classes during a summer term?,A student who withdraws his or her enrollment within the first week of classes during a regular semester or within the first to third day of classes during a summer term shall be charged matriculation fee plus 10% of the remaining total school fees.,34
What is the penalty for a student who withdraws their enrollment within the second week of classes during a regular semester or within the fourth to sixth day of classes during a summer term?,A student who withdraws his or her enrollment within the second week of classes during a regular semester or within the fourth to sixth day of classes during a summer term shall be charged matriculation fee plus 20% of the remaining total school fees.,34
What is the penalty for a student who withdraws their enrollment after the second week of classes during a regular semester or from the seventh day of classes onwards during a summer term?,A student who withdraws his or her enrollment after the second week of classes during a regular semester or from the seventh day of classes onwards during a summer term shall be charged 100% of the total school fees.,34
Is a refund possible if a student withdraws during the enrollment period?,"Yes, a refund of the amount paid (less processing charges and less non-refundable matriculation fees) shall be made if the student withdraws during the enrollment period, but prior to the opening of classes.",34
Are there discounts available for members of the same family enrolled in the University?,"Yes, members of the same family, that is, brothers and sisters, enrolled during the regular academic year/semester in any of the basic education departments and/or undergraduate colleges of the University (except Montessori, Law, and Graduate programs) are granted a five (5%) percent discount each on tuition fees only or as prescribed by the Office of Finance.",34
Is there a limit to the number of students who can avail of the family discount?,"Yes, this shall be limited to just four (4) students.",34
Where can application forms for fee adjustment for children of University employees and members of the same family be obtained?,Application forms for fee adjustment for children of University employees and members of the same family are available at the Office of the Vice President for Finance.,34
What determines the curricular year of a student?,The number of units earned in the curriculum of his/her program.,35
What is the condition for a student to be considered full-time?,If he/she carries a regular load prescribed in his/her curriculum for a given time.,35
Can a course be taken ahead of its prerequisite?,"No, otherwise, it shall be nullified and taken again even if the student is graduating.",35
What is the rule for laboratory courses?,They should be taken with the corresponding lecture courses in the same semester even though separate grades are earned.,35
What happens if a student withdraws from a co-requisite course?,Both courses should be withdrawn together.,35
Can a failed co-requisite course be re-enrolled without re-enrolling the other course the student has passed?,Yes.,35
"Do curricular policies, including the sequence of courses, apply to transferees and shiftees?",Yes.,35
Can transferees and shiftees be given preference for override of prerequisites and opening of off-semester courses?,No.,35
What should the Chair inform the students of upon admission?,"The number of courses that they can enroll in, especially if some courses need prerequisites.",35
What is the option for an off-semester course?,A tutorial or petition may be provided.,35
Can regular students join and take an off-semester course in advance?,No.,35
What is the condition for a student to apply for an overload of not more than six (6) units?,The student is graduating at the end of the year; has not incurred more than five (5) failures (a grade of 5.0) in those terms that he/she was enrolled at the university; and has a grade point average (GPA) of at least 2.8.,35
How is the GPA computed?,Grades of 5.0 and NC are included.,35
What is the restriction for the excess course(s) in an overload?,The excess course(s) is/are not prerequisites.,35
Can repeated courses due to failures be taken as overload?,"Yes, if recommended by the Department Chair and the School Dean, and approved by the Vice President for Academic Affairs (VPAA).",35
Where can the overload be spread?,In the last two terms.,35
What is simultaneous enrollment?,A student may be allowed to enroll in the pre-requisite course and the advanced course simultaneously in order to graduate during his/her final term.,35
What is the restriction for simultaneous enrollment?,It is restricted to only a particular two-subject load.,35
What happens if a student fails in the prerequisite(s) in simultaneous enrollment?,He/she would have to retake all the advanced courses affected and the enrollment for the advanced courses automatically becomes null and void.,35
When can simultaneous enrollment of an advanced major course with a failed prerequisite course be allowed?,Starting on the third year of a four-year program and on the fourth year of a five-year program.,35
What is a petitioned/tutorial course?,A course that may be requested for opening as a petitioned or tutorial class subject to certain conditions.,35
What are the conditions for a petitioned/tutorial course?,It is an off-semester course; it is a prerequisite course for the next semester offering; it is the only course left for the students to graduate at the end of the term; there should be at least six (6) students for the petitioned course and five (5) students or less for the tutorial course; and a laboratory course can only be requested as a petitioned course.,35
What is an override course?,The override rule due to an INC grade of a prerequisite course in favor of an advanced course.,35
When can an override course be allowed?,"In the last academic year prior to graduation, and for a subsequent course that requires Internship/Practicum as a requisite in case the student is still completing the said Internship/Practicum.",35
What is the basis for accreditation of courses?,Equivalence in course content and level of instruction.,35
What is the limit for earned units and credits taken from higher education institutions?,Fifty percent (50%) of the total required academic units of the degree program for graduation.,35
What are the conditions for accrediting general education courses?,A final grade of 2.5 (B- = 80%) or higher if taken from PAASCU-accredited degree programs and a final grade of 2.0 (B+ = 85%) or higher if taken from non-PAASCU accredited degree programs.,35
What is the basis for validating examinations?,The Course Chair administers validating examinations to students who do not meet the required final grade.,35
What is the condition for accrediting courses taken abroad?,A final grade of 2.0 (B = 85%) or higher.,35
What is the condition for accrediting units and credits in non-degree programs?,General education Courses taken in AY 2018-2019 onwards with a final grade of 2.5 (B- = 80%) or higher if taken from PAASCU accredited degree programs and a final grade of 2.0 (B = 85%) or higher if taken from non-PAASCU accredited degree programs.,35
What is the residency rule?,The student is expected to complete the program within the period specified in the program.,35
What is the Maximum Allowable Residency (MAR)?,Equal to the required number of years to complete the course multiplied by 1.5.,35
What is the effect of not filing a leave of absence?,The period covered by the student’s absence shall continue to be counted towards his/her Maximum Allowable Residency (MAR).,35
What is the consequence of not filing a leave of absence on graduation honors?,The student shall be disqualified to graduate with honors since a continuous enrollment is a requirement.,35
How many official general examinations are required every term?,Four (4).,35
What are the types of examinations required?,"Pre-midterm, mid-term, pre-final, and final examinations.",35
Where are the dates for these examinations posted?,On USC’s official website.,35
What should students do with their grades?,"Check their grades through their ISMIS account, print the grades, and keep a copy in a folder together with other important documents ready for reference on occasions such as advising, enrollment, graduation, and other activities when evidence of academic performance is needed.",35
What is the purpose of General Education in the curriculum?,"It exposes them to various domains of knowledge and ways of comprehending social and natural realities, developing in the process their intellectual and civic competencies.",36
How many units of core courses are required for General Education?,24 units,36
How many units of elective courses are required for General Education?,9 units,36
How many units of Rizal's life and works are required?,3 units,36
What is the purpose of Education with a Mission (EDM) courses?,It facilitates understanding and prepares them to assume their role: Witness to the Word.,36
How many units of Education with a Mission (EDM) courses are required?,Six (6) units,36
Who is required to take Education with a Mission (EDM) courses?,"All students, regardless of nationality, race, religion, culture, beliefs",36
How many units of Physical Education (TPE) are required?,Eight (8) units,36
When should students complete their Physical Education (TPE) requirements?,During their first two (2) years,36
Can students enroll in two (2) or more TPE courses in a particular term?,No,36
Are TPE units included in the summation of the total study load for the term?,Yes,36
Are TPE units included in the computation of the grade point average (GPA)?,Yes,36
What is the exception for students with particular medical conditions or disabilities in taking Physical Education (TPE) courses?,They may take adapted TPE classes in consultation with the Department of Physical Education.,36
What is the National Service Training Program (NSTP) about?,"It is a graduation requirement for all incoming freshmen students, male and female, starting school year 2002-2003, enrolled in any baccalaureate program and in at least 2-year technical and vocational or associate course.",36
What are the components of the National Service Training Program (NSTP)?,"Reserve Officers Training Corps (ROTC), Literacy Training Service (LTS), and Civic Welfare Training Service (CWTS)",36
How many semesters does each component of the National Service Training Program (NSTP) take?,Two (2) semesters,36
How many units are credited for each component of the National Service Training Program (NSTP)?,Three (3) units,36
How many training hours are required for each component of the National Service Training Program (NSTP)?,54 to 90 training hours each semester,36
Are international students required to enroll in the National Service Training Program (NSTP)?,No,36
What happens to a student who incurs unexcused absences of more than 20% of the prescribed number of class hours or laboratory periods during the term?,Should be given NC or 5.0.,37
What is the consequence if a student fails in one-third of the units in which he/she is enrolled?,Should not re-enroll in the same program without approval from the School Dean and the endorsement of the Department Chair.,37
What happens if a student fails the second time?,May enroll in another program if accepted by the Department Chair concerned.,37
What happens if a student fails the third time?,Is disqualified from the University.,37
Is disqualification from the program applicable to the third-year level of a four-year program and to the fourth-year level of a five-year program?,"No, as a general rule, disqualification from the program no longer applies to the third-year level of a four-year program and to the fourth-year level of a five-year program.",37
Can each department have its own retention policy?,"Yes, with the approval of the Vice President for Academic Affairs.",37
What is the equivalent percentage of a grade of 1.0?,100-95%.,37
What is the equivalent percentage of a grade of 1.1?,94%.,37
What is the equivalent percentage of a grade of 1.2?,93%.,37
What is the equivalent percentage of a grade of 1.3?,92%.,37
What is the equivalent percentage of a grade of 1.4?,91%.,37
What is the equivalent percentage of a grade of 1.5?,90%.,37
What is the equivalent percentage of a grade of 1.6?,89%.,37
What is the equivalent percentage of a grade of 1.7?,88%.,37
What is the equivalent percentage of a grade of 1.8?,87%.,37
What is the equivalent percentage of a grade of 1.9?,86%.,37
What is the equivalent percentage of a grade of 2.0?,85%.,37
What is the equivalent percentage of a grade of 2.1?,84%.,37
What is the equivalent percentage of a grade of 2.2?,83%.,37
What is the equivalent percentage of a grade of 2.3?,82%.,37
What is the equivalent percentage of a grade of 2.4?,81%.,37
What is the equivalent percentage of a grade of 2.5?,80%.,37
What is the equivalent percentage of a grade of 2.6?,79%.,37
What is the equivalent percentage of a grade of 2.7?,78%.,37
What is the equivalent percentage of a grade of 2.8?,77%.,37
What is the equivalent percentage of a grade of 2.9?,76%.,37
What is the equivalent percentage of a grade of 3.0?,75%.,37
What is the equivalent percentage of a grade of 5.0?,Below 75%.,37
What is the equivalent letter grade of a grade of 1.0?,A+.,37
What is the equivalent letter grade of a grade of 1.1 to 1.3?,A.,37
What is the equivalent letter grade of a grade of 1.4 to 1.7?,A-.,37
What is the equivalent letter grade of a grade of 1.7 to 1.9?,B+.,37
What is the equivalent letter grade of a grade of 2.0 to 2.2?,B.,37
What is the equivalent letter grade of a grade of 2.3 to 2.5?,B-.,37
What is the equivalent letter grade of a grade of 2.6-2.8?,C+.,37
What is the equivalent letter grade of a grade of 2.9 to 3.0?,C.,37
What is the equivalent letter grade of a grade of 5.0?,C-.,37
What is considered a passing grade?,A grade within 1.0 and 3.0.,37
What does a grade of 5.0 mean?,Failure.,37
What happens if a student gets a 5.0 or NC?,Means that he or she has failed the course and therefore needed to retake in the succeeding semester until he or she passes the subject.,37
What does INC mean?,"Incomplete, a grade which indicates that the student has an initial passing grade but has not complied with all the academic requirements or failed to take the final examination for the course due to sickness, emergency cases, or accident.",37
What happens if a student gets an INC grade?,"Must be completed within the reasonable period set by the faculty member but not to exceed six (6) months following the semester or summer in which the course was taken; otherwise, the grade automatically becomes ""NC"" (No Credit).",37
What does NC mean?,"No credit, a Final grade which does not earn credit nor indicate failure given in those cases where the student did not take the final examination in the course and did not inform the teacher of the reason for failing to take the final examination before the deadline for submission of grades in ISMIS, and his/her performance was not satisfactory to merit a passing grade.",37
What does W mean?,Withdrawal of enrollment from course/s with official notice.,37
What does IP mean?,"In Progress, a grade given to students who are still working on their thesis for a maximum of one (1) year.",37
How is the Grade Point Average (GPA) computed?,By multiplying the number of units assigned to a course by the final grade earned and then by dividing the summation of the products by the total number of units enrolled for the term.,37
Are grades of 5.0 and NC included in the GPA calculation?,Yes.,37
Is the grade in NSTP included in the GPA calculation?,No.,37
What is the Dean’s Honors List?,Recognizes superior scholastic achievement through the Dean’s Honors List per semester of each School/Department.,37
What are the qualifications for the Dean’s Honors List?,"A regular load for the semester according to the curriculum enrolled, a Grade Point Average (GPA) of at least 1.70, and of good moral character and has not been found guilty of any offenses.",37
What is the Carolinian Honors List (CHL)?,Recognizes the holistic achievements of the student in the University.,37
What are the criteria for the CHL?,"Scientia, Virtus, and Devotio.",37
What does Scientia refer to?,"Academic excellence, where one demonstrates competence and skills in one’s chosen discipline.",37
What does Virtus refer to?,"Good moral conduct, including active participation in school activities and student organizations.",37
What does Devotio refer to?,Involvement in community extension activities outside of the University.,37
How are the Carolinian Honors awarded?,"Every semester, students who obtain a CHL average of at least 1.7 will be included in the Carolinian Honors List.",37
What is the reward for the top three ranks of each Cluster?,A scholarship in the form of a tuition fee discount.,37
"What is the purpose of the Scientia, Virtus, and Devotio Student Financial Assistance Program?","The University provides scholarship grants to students characterized by either of the following: scholastic excellence, membership in the USC varsity teams and the USC performing arts groups, and financial status as supported by pertinent documents.",38
Who are eligible for scholarships?,"Students characterized by either of the following: scholastic excellence, membership in the USC varsity teams and the USC performing arts groups, and financial status as supported by pertinent documents.",38
What are the types of scholarships offered by the University?,"The scholarship program at USC consists of those sponsored by the University, Alumni, Government, and Private Entities.",38
What is the National Government's thrust according to the Uni-FAST Act?,"(No direct answer in the text, but it is mentioned as a reference)",38
What is the University Administration's direction?,"(No direct answer in the text, but it is mentioned as a reference)",38
What is the University's identity principle?,"""Education with a Mission""",38
What is the Carolinians' motto?,"""Scientia, Virtus & Devotio""",38
What are the categories of Student Financial Assistance Program (StuFAP)?,"Scholarship (Merit/Scientia), Grant-in-Aid (Non-Merit/Devotio), and Loan (Devotio)",38
What is the emphasis of the Scholarship (Merit/Scientia) category?,"Excellent academic performance, athletic skills (for Varsity Players), and artistic talents (for the Performing Arts Group, i.e., USC Choristers, USC Dance Troupe & Theater Guild).",38
What is the emphasis of the Grant-in-Aid (Non-Merit/Devotio) category?,The long-term difficult financial status and needs of the student beneficiary's family.,38
What is the emphasis of the Loan (Devotio) category?,"The financial need at the moment, regardless of the financial status of the student beneficiary's family.",38
What are the types of scholarships according to sponsor?,"University, SVD-Individuals, Alumni, Faculty Members, USC SSC, Government, and Industry and Private Entities.",38
What are the levels of education for scholarships?,"Graduate, Tertiary, Basic Education, and Senior High School.",38
Are scholarship grantees allowed to have multiple scholarships at any given time?,"No, as a general rule, scholarship grantees are not allowed multiple scholarships at any given time.",38
What happens if a student qualifies for two scholarships?,"They are entitled only to the scholarship with the higher financial grant upon the endorsement of the Alumni Affairs, Scholarship and Job Placement Office.",38
Are beneficiaries of a scholarship grant funded by other agencies or private individuals entitled to a USC tuition fee discount privilege?,"Yes, due to them because of scholastic excellence, i.e., Carolinian Honors List and membership in varsity teams and performing arts groups recognized by the University.",38
Where can applicants inquire about available scholarships?,"Alumni Affairs, Scholarship and Job Placement Office or Coordinators/Advisers.",38
Where can applicants secure forms for scholarship applications?,"Alumni Affairs, Scholarship and Job Placement Office or Coordinators/Advisers.",38
What is the requirement for submitting scholarship applications?,Applicants must properly complete forms and specific requirements for submission within the official registration period.,38
"What is the purpose of the Alumni Affairs, Scholarship and Job Placement Office?","(No direct answer in the text, but it is mentioned as a reference)",38
What are the requirements for graduation?,Candidates for graduation are required to apply online in ISMIS for evaluation of their academic records a semester/term before graduation so that any deficiency can be evaluated.,39
When should candidates for graduation apply online for graduation in ISMIS?,"After evaluating academic records, candidates for graduation should apply online for graduation in ISMIS.",39
When are the dates and deadlines for academic evaluation announced?,Dates and deadlines for academic evaluation are announced each semester.,39
When are the dates and deadlines for the application for graduation announced?,Dates and deadlines for the application for graduation are announced each semester.,39
What should candidates for graduation accomplish online in ISMIS before the final examinations?,Candidates for graduation are required to accomplish online in ISMIS the clearance for graduation before the final examinations.,39
When will the official transcript of records and diplomas be released?,Their official transcript of records and diplomas will be released when cleared of any financial and property obligations.,39
Can application for graduation be accommodated after the final examinations?,"After the final examinations, application for graduation will no longer be accommodated.",39
What is the requirement for the School of Law regarding application for graduation?,"The School of Law requires that a candidate’s application for graduation be approved by the Law Faculty and Board of Candidates for Graduation, who shall, among other things, take into consideration the ability of the candidates to pass the Bar Examination.",39
What is the penalty for late application for graduation?,Fines are imposed for late application.,39
What honors are awarded to qualified graduates during the Commencement Rites?,Both the Latin Honors and Carolinian Honors will be awarded to qualified graduates.,39
What is the GPA requirement for all honors?,They must have not committed any infraction and have a Grade Point Average (GPA) of at least 1.70.,39
How is the GPA for the Standard Latin Honors computed?,"The GPA for the Standard Latin Honors is computed based on the final grades of all courses taken, except NSTP.",39
What is the GPA range for Summa Cum Laude?,A student with a GPA of 1.00 to 1.20 is awarded with Summa Cum Laude which means With Highest Praise.,39
What is the GPA range for Magna Cum Laude?,A student with a GPA of 1.21 to 1.45 is awarded with Magna Cum Laude which means With Great Praise.,39
What is the GPA range for Cum Laude?,A student with a GPA of 1.46 to 1.70 is awarded with Cum Laude which means With Praise.,39
How is the GPA for the Carolinian Honors computed?,"The GPA for the Carolinian Honors is computed based on the CHL guidelines and the final grades of all courses taken to account for all three components of the core values of USC: Scientia, Virtus, and Devotio.",39
What is the GPA range for Summa Cum Laude Caroli Sancti?,A student with a GPA of 1.00 to 1.20 is awarded with Summa Cum Laude Caroli Sancti which means With Highest Praise of San Carlos.,39
What is the GPA range for Magna Cum Laude Caroli Sancti?,A student with a GPA of 1.21 to 1.45 is awarded with Magna Cum Laude Caroli Sancti which means With Great Praise of San Carlos.,39
What is the GPA range for Cum Laude Caroli Sancti?,A student with a GPA of 1.46 to 1.70 is awarded with Cum Laude Caroli Sancti which means With Praise of San Carlos.,39
What is the requirement for a student to graduate with honors?,"To graduate with honors, a student must: carry the required load per term continuously and without interruption as prescribed in the curriculum pursued, unless the student obtains an approved leave of absence for a maximum of one academic year.",39
What is another requirement for a student to graduate with honors?,Have completed in USC at least 75% of the total number of academic units and have been in residence for at least three consecutive years immediately prior to graduation.,39
What is the minimum study load required for a working student?,Carry a minimum study load of 12 units and a workload of at least six (6) hours per day if he/she is a working student for gainful employment.,39
What documents are required as evidence of gainful employment?,"Certification of employment by his/her employer, and SSS membership documents or any other pertinent document acceptable to the Awards and Graduation Committee (AGC).",39
What is the requirement for a student's moral character to graduate with honors?,Possess good moral character.,39
What is the requirement for a student's grades to graduate with honors?,Not have incurred a failing grade (including NSTP and Physical Education TPE courses).,39
Can transferees with unsatisfactory grades in the previous school be considered for Latin honors?,"Transferees with unsatisfactory grade/s in the previous school may be considered for Latin honors, provided that he/she is enrolled in a different program in USC.",39
Can shiftees with unsatisfactory grades in the previous program/s be considered for honors?,Shiftees with unsatisfactory grades in the previous program/s are disqualified from graduating with honors.,39
Can a student qualify for honors even if he/she has been underloaded for 3 units in a semester?,A student may qualify for honors even if he/she has been underloaded for 3 units in a semester for a maximum of two semesters.,39
What is the justification for underload if a student is a working scholar or a varsity player or a member of the Performing Arts Group of the university?,The underload may also be justified if he/she is a working scholar or a varsity player or a member of the Performing Arts Group of the university.,39
"What is the penalty for deviation from the policies regarding an honor, including the underload incurred?","A subsequent reduction of one rank shall be imposed for any deviation from the policies regarding an honor, including the underload incurred.",39
What is the purpose of the Carolinian Honors List (CHL) in the University of San Carlos?,"To develop competent and socially responsible professionals and lifelong learners in an environment that fosters excellence in the academic core processes of teaching-learning, research, and community extension service.",40
What are the core values exhibited by students who qualify for the Carolinian Honors List?,"Integrity, excellence, commitment, social responsibility, evangelization, and leadership.",40
"How often are students assessed, determined, and selected for the Carolinian Honors List?",Every semester.,40
What are the aims of the Carolinian Honors List?,"To identify students who embody the Carolinian identity, that of being a Witness to the Word, and to recognize students in the University who follow the Carolinian path, possess life skills and values.",40
What are the three criteria used to gauge the Carolinian identity?,"Scientia, Virtus, and Devotio.",40
What does Scientia refer to?,Academic excellence where one demonstrates competence and skills in one’s chosen discipline.,40
What does Virtus refer to?,"Good moral conduct, including active participation in school activities and student organizations.",40
What does Devotio refer to?,Involvement in community extension activities outside of the University.,40
How can students exercise citizenship in the University?,"By participating in and getting involved in mandatory/required activities, and volunteering in community extension activities in and outside of the campus.",40
Where can students find the activities that are subject to periodic changes?,In the Carolinian Lifestyle Guide (CLG).,40
What is the purpose of the Carolinian Lifestyle Guide (CLG)?,To provide a guide for students to exercise citizenship in the University.,40
What is the University's mission and vision?,"To develop competent and socially responsible professionals and lifelong learners in an environment that fosters excellence in the academic core processes of teaching-learning, research, and community extension service.",40
