Question,Answer,Topic
What happens if the INC grade is not completed within the time limit?,"The grade automatically becomes ""NC"" (No Credit).",37
What does NC mean?,"No credit, a Final grade which does not earn credit nor indicate failure given in those cases where the student did not take the final examination in the course and did not inform the teacher of the reason for failing to take the final examination before the deadline for submission of grades in ISMIS, and his/her performance was not satisfactory to merit a passing grade.",37
What does W mean?,Withdrawal of enrollment from course/s with official notice.,37
What does IP mean?,"In Progress, a grade given to students who are still working on their thesis for a maximum of one (1) year.",37
How is the Grade Point Average (GPA) computed?,By multiplying the number of units assigned to a course by the final grade earned and then by dividing the summation of the products by the total number of units enrolled for the term.,37
Are grades of 5.0 and NC included in the GPA calculation?,Yes.,37
Is the GPA of NSTP included in the computation?,No.,37
What is the Dean’s Honors List?,A recognition of superior scholastic achievement through the Dean’s Honors List per semester of each School/Department.,37
What are the qualifications for the Dean’s Honors List?,"A regular load for the semester according to the curriculum enrolled, a Grade Point Average (GPA) of at least 1.70, and of good moral character and has not been found guilty of any offenses.",37
What is the Carolinian Honors List (CHL)?,A recognition of the holistic achievements of the student in the University.,37
What are the criteria for the CHL?,"Scientia (academic excellence), Virtus (good moral conduct), and Devotio (involvement in community extension activities).",37
How is the CHL average computed?,"By combining the three criteria of Scientia, Virtus, and Devotio.",37
What is the reward for students who obtain a CHL average of at least 1.7?,A Certificate of Recognition and a tuition fee discount scholarship.,37
"What is the purpose of the Scientia, Virtus, and Devotio Student Financial Assistance Program?","The University provides scholarship grants to students characterized by either of the following: scholastic excellence, membership in the USC varsity teams and the USC performing arts groups, and financial status as supported by pertinent documents.",38
Who are eligible for scholarships?,"Students characterized by either of the following: scholastic excellence, membership in the USC varsity teams and the USC performing arts groups, and financial status as supported by pertinent documents.",38
What is the National Government's thrust according to the Uni-FAST Act?,"(No direct answer in the context, but it is mentioned as a reference)",38
What is the University Administration's direction?,"(No direct answer in the context, but it is mentioned as a reference)",38
What is the University's identity principle?,"""Education with a Mission""",38
What is the Carolinians' motto?,"""Scientia, Virtus & Devotio""",38
What are the categories of student financial assistance privileges?,"Scholarship (Merit/Scientia), Grant-in-Aid (Non-Merit/Devotio), and Loan (Devotio)",38
What is the emphasis of the Scholarship (Merit/Scientia) category?,"Excellent academic performance, athletic skills (for Varsity Players), and artistic talents (for the Performing Arts Group, i.e., USC Choristers, USC Dance Troupe & Theater Guild)",38
What is the emphasis of the Grant-in-Aid (Non-Merit/Devotio) category?,The long-term difficult financial status and needs of the student beneficiary's family,38
What is the emphasis of the Loan (Devotio) category?,"The financial need at the moment, regardless of the financial status of the student beneficiary's family",38
What are the types of scholarships according to sponsor?,"University, SVD-Individuals, Alumni, Faculty Members, USC SSC, Government, and Industry and Private Entities",38
What are the levels of education for scholarships?,"Graduate, Tertiary, Basic Education, and Senior High School",38
Are scholarship grantees allowed to have multiple scholarships at any given time?,"No, as a general rule, scholarship grantees are not allowed multiple scholarships at any given time",38
What happens if a student qualifies for two scholarships?,"They are entitled only to the scholarship with the higher financial grant upon the endorsement of the Alumni Affairs, Scholarship and Job Placement Office",38
Are beneficiaries of a scholarship grant funded by other agencies or private individuals entitled to a USC tuition fee discount privilege?,"Yes, due to them because of scholastic excellence, i.e., Carolinian Honors List and membership in varsity teams and performing arts groups recognized by the University",38
Where can applicants inquire about available scholarships?,"Alumni Affairs, Scholarship and Job Placement Office or Coordinators/Advisers",38
Where can applicants secure forms for scholarship applications?,"Alumni Affairs, Scholarship and Job Placement Office or Coordinators/Advisers",38
What must scholarship applicants do with the forms?,Properly complete forms and specific requirements for submission within the official registration period,38
When must scholarship applicants submit their applications?,Within the official registration period,38
What are the requirements for graduation?,Candidates for graduation are required to apply online in ISMIS for evaluation of their academic records a semester/term before graduation so that any deficiency can be evaluated.,39
When should candidates for graduation apply online for graduation?,"After evaluating academic records, candidates for graduation should apply online for graduation in ISMIS.",39
What is the deadline for application for graduation?,Dates and deadlines for the application for graduation are announced each semester.,39
What is the requirement for clearance for graduation?,Candidates for graduation are required to accomplish online in ISMIS the clearance for graduation before the final examinations.,39
When will the official transcript of records and diplomas be released?,When cleared of any financial and property obligations.,39
Can applications for graduation be accommodated after the final examinations?,"No, after the final examinations, application for graduation will no longer be accommodated.",39
What is the requirement for the School of Law?,The School of Law requires that a candidate’s application for graduation be approved by the Law Faculty and Board of Candidates for Graduation.,39
What is considered by the Law Faculty and Board of Candidates for Graduation?,"They shall, among other things, take into consideration the ability of the candidates to pass the Bar Examination.",39
What is the penalty for late application?,Fines are imposed for late application.,39
What honors are awarded during the Commencement Rites?,Both the Latin Honors and Carolinian Honors will be awarded to qualified graduates.,39
What is the requirement for all honors?,They must have not committed any infraction and have a Grade Point Average (GPA) of at least 1.70.,39
How is the GPA for the Standard Latin Honors computed?,"The GPA for the Standard Latin Honors is computed based on the final grades of all courses taken, except NSTP.",39
What is the GPA range for Summa Cum Laude?,A student with a GPA of 1.00 to 1.20 is awarded with Summa Cum Laude which means With Highest Praise.,39
What is the GPA range for Magna Cum Laude?,A student with a GPA of 1.21 to 1.45 is awarded with Magna Cum Laude which means With Great Praise.,39
What is the GPA range for Cum Laude?,A student with a GPA of 1.46 to 1.70 is awarded with Cum Laude which means With Praise.,39
How is the GPA for the Carolinian Honors computed?,"The GPA for the Carolinian Honors is computed based on the CHL guidelines and the final grades of all courses taken to account for all three components of the core values of USC: Scientia, Virtus, and Devotio.",39
What is the GPA range for Summa Cum Laude Caroli Sancti?,A student with a GPA of 1.00 to 1.20 is awarded with Summa Cum Laude Caroli Sancti which means With Highest Praise of San Carlos.,39
What is the GPA range for Magna Cum Laude Caroli Sancti?,A student with a GPA of 1.21 to 1.45 is awarded with Magna Cum Laude Caroli Sancti which means With Great Praise of San Carlos.,39
What is the GPA range for Cum Laude Caroli Sancti?,A student with a GPA of 1.46 to 1.70 is awarded with Cum Laude Caroli Sancti which means With Praise of San Carlos.,39
What is the requirement to graduate with honors?,"To graduate with honors, a student must: carry the required load per term continuously and without interruption as prescribed in the curriculum pursued, unless the student obtains an approved leave of absence for a maximum of one academic year.",39
What is another requirement to graduate with honors?,Have completed in USC at least 75% of the total number of academic units and have been in residence for at least three consecutive years immediately prior to graduation.,39
What is the minimum study load required to graduate with honors?,Carry a minimum study load of 12 units and a workload of at least six (6) hours per day if he/she is a working student for gainful employment.,39
What documents are required to prove gainful employment?,"Certification of employment by his/her employer, and SSS membership documents or any other pertinent document acceptable to the Awards and Graduation Committee (AGC).",39
What is the moral character requirement to graduate with honors?,Possess good moral character.,39
What is the grade requirement to graduate with honors?,Not have incurred a failing grade (including NSTP and Physical Education TPE courses).,39
Can transferees with unsatisfactory grades in the previous school graduate with honors?,"Yes, transferees with unsatisfactory grade/s in the previous school may be considered for Latin honors, provided that he/she is enrolled in a different program in USC.",39
Can shiftees with unsatisfactory grades in the previous program/s graduate with honors?,"No, shiftees with unsatisfactory grades in the previous program/s are disqualified from graduating with honors.",39
Can a student qualify for honors if he/she has been underloaded for 3 units in a semester?,"Yes, a student may qualify for honors even if he/she has been underloaded for 3 units in a semester for a maximum of two semesters.",39
What is the justification for underload?,The underload may also be justified if he/she is a working scholar or a varsity player or a member of the Performing Arts Group of the university.,39
What is the penalty for deviation from the policies regarding an honor?,"A subsequent reduction of one rank shall be imposed for any deviation from the policies regarding an honor, including the underload incurred.",39
What is the aim of the University of San Carlos?,"To develop competent and socially responsible professionals and lifelong learners in an environment that fosters excellence in the academic core processes of teaching-learning, research, and community extension service.",40
What replaces the traditional Dean’s List?,The Carolinian Honors List (CHL).,40
What are the core values exhibited by students who qualify for the Carolinian Honors List?,"Integrity, excellence, commitment, social responsibility, evangelization, and leadership.",40
"How often are students assessed, determined, and selected for the CHL?",Every semester.,40
What are the aims of the Carolinian Honors List?,"To identify students who embody the Carolinian identity, that of being a Witness to the Word, and to recognize students in the University who follow the Carolinian path, possess life skills and values.",40
What are the three criteria used to gauge the Carolinian identity?,"Scientia, Virtus, and Devotio.",40
What does Scientia refer to?,Academic excellence where one demonstrates competence and skills in one’s chosen discipline.,40
What does Virtus refer to?,"Good moral conduct, including active participation in school activities and student organizations.",40
What does Devotio refer to?,Involvement in the community extension activities outside of the University.,40
How can students exercise citizenship in the University?,"By participating in and getting involved in mandatory/required activities, and volunteering in community extension activities in and outside of the campus.",40
Where can students find the activities that are subject to periodic changes?,In the Carolinian Lifestyle Guide (CLG).,40
What is the purpose of the Carolinian Lifestyle Guide?,To provide a guide for students to exercise citizenship in the University.,40
What is the University of San Carlos' vision?,"To develop competent and socially responsible professionals and lifelong learners in an environment that fosters excellence in the academic core processes of teaching-learning, research, and community extension service.",40
What is the Mission of the University of San Carlos?,Not explicitly stated in the provided text.,40
What is the Carolinian identity?,Being a Witness to the Word.,40
What is the purpose of the CHL?,"To identify students who embody the Carolinian identity, that of being a Witness to the Word, and to recognize students in the University who follow the Carolinian path, possess life skills and values.",40
How are students selected for the CHL?,"Through an assessment, determination, and selection process every semester.",40
What are the benefits of being part of the CHL?,Not explicitly stated in the provided text.,40
What is the role of the CHL in the University?,To recognize students who embody the Carolinian identity and possess life skills and values.,40
How does the CHL promote academic excellence?,By recognizing students who demonstrate competence and skills in their chosen discipline (Scientia).,40
How does the CHL promote good moral conduct?,"By recognizing students who exhibit good moral conduct, including active participation in school activities and student organizations (Virtus).",40
How does the CHL promote community involvement?,By recognizing students who are involved in community extension activities outside of the University (Devotio).,40
What is the significance of the CHL in the University?,It replaces the traditional Dean’s List and aims to identify students who embody the Carolinian identity.,40
How does the CHL contribute to the University's mission?,"By recognizing students who possess life skills and values, which is in line with the University's mission to develop competent and socially responsible professionals and lifelong learners.",40
What is the relationship between the CHL and the University's vision?,"The CHL aims to identify students who embody the Carolinian identity, which is in line with the University's vision to develop competent and socially responsible professionals and lifelong learners.",40
How often is the Carolinian Honors awarded?,The Carolinian Honors is awarded every semester.,41
What is the minimum CHL average required to be included in the Carolinian Honors List?,A CHL average of at least 1.7.,41
What is awarded to students who are included in the Carolinian Honors List?,A Certificate of Recognition.,41
How is the Certificate of Recognition awarded?,In a formal ceremony to be conducted by the School concerned.,41
How many students in each cluster will be given a scholarship in the form of a tuition fee discount?,The top three (3) rank of each Cluster.,41
What is the tuition fee discount for the first in rank of each cluster?,A 100% tuition fee discount.,41
What is the tuition fee discount for the second in rank of each cluster?,A 75% tuition discount.,41
What is the tuition fee discount for the third in rank of each cluster?,A 50% tuition fee discount.,41
What happens if the first in rank of each cluster is already enjoying a full scholarship?,The next in line will be given the CHL scholarship.,41
What happens if a student has an existing University scholarship?,The one with the higher privilege will be availed.,41
What happens if a student is enjoying a government or private partial scholarship?,The CHL privilege will serve as a supplement to cover the difference in tuition fees.,41
When are both the Latin Honors and Carolinian Honors awarded to qualified graduates?,During the Commencement Rites.,41
How is the GPA for the Standard Latin Honors computed?,"Based on the final grades of all courses taken, except NSTP.",41
What is the GPA range for Summa Cum Laude?,1.00 to 1.20.,41
What does Summa Cum Laude mean?,With Highest Praise.,41
What is the GPA range for Magna Cum Laude?,1.21 to 1.45.,41
What does Magna Cum Laude mean?,With Great Praise.,41
What is the GPA range for Cum Laude?,1.46 to 1.70.,41
What does Cum Laude mean?,With Praise.,41
How is the GPA for the Carolinian Honors computed?,"Based on the CHL guidelines and the final grades of all courses taken to account for all three components of the core values of USC: Scientia, Virtus, and Devotio.",41
What is the GPA range for Summa Cum Laude Caroli Sancti?,1.00 to 1.20.,41
What does Summa Cum Laude Caroli Sancti mean?,With Highest Praise of San Carlos.,41
What is the GPA range for Magna Cum Laude Caroli Sancti?,1.21 to 1.45.,41
What does Magna Cum Laude Caroli Sancti mean?,With Great Praise of San Carlos.,41
What is the GPA range for Cum Laude Caroli Sancti?,1.46 to 1.70.,41
What does Cum Laude Caroli Sancti mean?,With Praise of San Carlos.,41
What are the clusters listed in the Carolinian Honors?,"Architecture, Fine Arts and Design, then Arts, then Sciences, then Accountancy and Economics, then Business Administration and Hospitality management, then Education, then Engineering, and Health care Professions.",41
What are the qualifications that a student must have to be considered for the CHL?,a) not have committed any infraction within the semester and b) have a General Point Average of at least 1.7.,42
What is the percentage distribution of the components of CHL?,"Scientia (70%), Virtus (15%), and Devotio (15%).",42
What is the Scientia component taken from?,A student’s Grade Point Average (GPA) which must be 1.7 or better.,42
How is the Virtus Component evaluated?,"Through a combination of Virtus Core required activities (49%), Virtus Core voluntary activities (21%), Virtus Elective Open for all required activities (15%), Virtus Elective Open for all voluntary activities (6%), Virtus Elective Special Interest Group required activities (6%), and Virtus Elective Special Interest Group voluntary activities (3%).",42
How is the Devotio Component evaluated?,"Through a combination of Devotio Core required activities (9%), Devotio Core voluntary activities (21%), Devotio Elective Open for all required activities (15%), Devotio Elective Open for all voluntary activities (34%), Devotio Elective Special Interest Group required activities (6%), and Devotio Elective Special Interest Group voluntary activities (15%).",42
What are the types of programs and activities for the students?,"Core, which are essential in the formation of a Carolinian Witness to the Word, and Elective, which supplement and enrich the student’s formation as a Carolinian Witness to the Word.",42
What are the types of student involvement or participation?,"Required, which a student MUST attend/participate in the program/activity, and Voluntary, which a student is highly encouraged to attend/participate in any program/activity on his/her free will or choice.",42
What are the types of Target Group for the Program and activities?,"Open for all, which refers to all students regardless of discipline or year level, and Special interest group, which refers to certain groups for students such as varsity teams.",42
Are there programs where activities are designed for a specific/particular year level?,Yes.,42
What happens if a student missed the previous activities and wants to be part of the CHL?,He/she can join the activity and the points for this activity shall be credited in his/her current term.,42
What are stand-alone programs/activities?,These are run only once in a semester/academic year.,42
What happens if a student misses a stand-alone program/activity?,He/she can no longer join this kind of program or activity.,42
When are the points for stand-alone programs/activities credited?,On the current semester only.,42
What is the minimum General Point Average required for CHL qualification?,1.7.,42
What is the percentage of Scientia component in CHL?,70%.,42
What is the percentage of Virtus component in CHL?,15%.,42
What is the percentage of Devotio component in CHL?,15%.,42
What is the percentage of Virtus Core required activities in Virtus Component?,49%.,42
What is the percentage of Virtus Core voluntary activities in Virtus Component?,21%.,42
What is the percentage of Virtus Elective Open for all required activities in Virtus Component?,15%.,42
What is the percentage of Virtus Elective Open for all voluntary activities in Virtus Component?,6%.,42
What is the percentage of Virtus Elective Special Interest Group required activities in Virtus Component?,6%.,42
What is the percentage of Virtus Elective Special Interest Group voluntary activities in Virtus Component?,3%.,42
What is the percentage of Devotio Core required activities in Devotio Component?,9%.,42
What is the percentage of Devotio Core voluntary activities in Devotio Component?,21%.,42
What is the percentage of Devotio Elective Open for all required activities in Devotio Component?,15%.,42
What is the percentage of Devotio Elective Open for all voluntary activities in Devotio Component?,34%.,42
What is the percentage of Devotio Elective Special Interest Group required activities in Devotio Component?,6%.,42
What is the percentage of Devotio Elective Special Interest Group voluntary activities in Devotio Component?,15%.,42
What is the topic of this section of the student manual?,Topic 43: CHL Process and Computation,43
What is the purpose of the Office of the School Dean's submitting a list of students to the Office of the Vice President for Academic Affairs?,The list of students who basically qualify for the Carolinian Honors List.,43
What is the GPA range of students who qualify for the Carolinian Honors List?,1.0 to 1.7.,43
Where is the list of students forwarded to after the Office of the Vice President for Academic Affairs receives it?,The Office of Student Formation and Activities (OSFA) to screen for infractions.,43
What is the purpose of the Office of Student Formation and Activities (OSFA) in the CHL process?,To screen for infractions.,43
Where is the list forwarded to after the Office of Student Formation and Activities (OSFA) reviews it?,The assigned members of the CHL Committee.,43
What factors do the CHL Committee consider when reviewing the list?,The points for Virtus and Devotio.,43
What is the basis for the points for Virtus and Devotio?,"The student's involvement, and voluntary participation in activities inside and outside the university as categorized in the Carolinian Lifestyle Guide (CLG).",43
Who handles the overall coordination of the Carolinian Lifestyle Guide (CLG) activities?,The Presidential Assistant for Mission and Spirituality (PAMS).,43
Who handles the planning and implementation of the Carolinian Lifestyle Guide (CLG) activities?,The respective units.,43
Who provides the data of the student's participation in Virtus and Devotio activities?,The different units who offered the programs and conducted the activities.,43
How many days after the activity should the data be submitted to the CHL Committee?,Not more than ten (10) days.,43
What score is given to a student who was not able to participate in any Virtus or Devotio activity?,0.,43
What is the maximum score a student can get for an excused absence?,75.,43
What document is required to be submitted for an excused absence?,Medical certificate.,43
What score is given to a student if any Virtus or Devotio activity is not implemented?,100.,43
What does the CHL Committee do to the result after all points are factored in?,"Check, verify, assess, and approve.",43
Where is the list submitted to after the CHL Committee approves it?,The Office of the Vice President for Academic Affairs (OVPAA).,43
What happens to the Carolinian Honors List after it is submitted to the OVPAA?,It will be posted on the bulletin board and student learning platforms for a week for students to review and react before finalization and recognition.,43
Where can a student request for a clarification of the computation?,Through the OVPAA.,43
Who releases the final Carolinian Honors List?,The OVPAA.,43
Who is provided a copy of the final Carolinian Honors List?,"The Office of Alumni Affairs, Scholarships and Job Placement (OAASJP).",43
What is the purpose of providing the OAASJP with a copy of the final Carolinian Honors List?,For the processing of the corresponding discount-privileges of the honor students concerned.,43
What does the OAASJP prepare for the honor students concerned?,The Credit Memo.,43
Where is the Credit Memo forwarded to after preparation?,The Finance Division for review.,43
Who endorses the Credit Memo after review by the Finance Division?,The Vice President for Finance.,43
Where is the Credit Memo submitted to after endorsement by the Vice President for Finance?,The Office of the President for approval.,43
What happens to the Credit Memo after approval by the University President?,The Assessment Office will be given a copy of the Credit Memo for crediting to the accounts of the honor-students concerned.,43
What is the topic of this section of the student manual?,Topic 44: CHL Awards for Commencement Rites,44
What is required for a student to be given the CHL award during the commencement rites?,"The student must have a GPA of at least 1.7 every semester, for his/her entire residency in a program.",44
Is the NSTP grade included in the computation of the GPA?,"No, the NSTP grade is excluded from the computation of the GPA.",44
Are Practicum/Internship/OJT included in the computation of the GPA?,"Yes, Practicum/Internship/OJT will be included in the computation of the GPA provided that the department considers it as an academic course and the department has obtained prior approval from the VPAA.",44
What is the distribution of percentage per component for the CHL award?,"70% Scientia, 15% Virtus and 15% Devotio.",44
How is the final CHL computation for graduation honors calculated?,The final CHL computation for graduation honors is the average of the CHL grade of every semester.,44
What is the minimum GPA required for a student to be eligible for the CHL award?,At least 1.7.,44
What is the purpose of the CHL award?,(No answer in the provided context),44
Who is eligible to receive the CHL award?,A student who meets the specified requirements.,44
What is the significance of the CHL award?,(No answer in the provided context),44
When is the CHL award given to students?,During the commencement rites.,44
What is the basis for computing the GPA for the CHL award?,The student's entire residency in a program.,44
Can a student with a GPA of less than 1.7 receive the CHL award?,No.,44
Is the CHL award given to students who do not meet the specified requirements?,No.,44
What is the role of the department in the computation of the GPA for the CHL award?,The department considers Practicum/Internship/OJT as an academic course and obtains prior approval from the VPAA.,44
Who gives the CHL award to students?,(No answer in the provided context),44
What is the importance of the CHL award?,(No answer in the provided context),44
How many semesters of GPA are considered for the CHL award?,Every semester.,44
What is the weightage of Scientia in the CHL award computation?,70%.,44
What is the weightage of Virtus in the CHL award computation?,15%.,44
What is the weightage of Devotio in the CHL award computation?,15%.,44
Can a student with a GPA of exactly 1.7 receive the CHL award?,Yes.,44
Is the CHL award given to students who do not meet the specified GPA requirement?,No.,44
What is the relationship between the CHL award and the student's GPA?,The student must have a GPA of at least 1.7 every semester to be eligible for the CHL award.,44
What is the purpose of the GPA requirement for the CHL award?,(No answer in the provided context),44
Who is responsible for ensuring that students meet the GPA requirement for the CHL award?,(No answer in the provided context),44
What happens if a student's GPA is less than 1.7 in one semester?,The student is not eligible for the CHL award.,44
Can a student receive the CHL award if they have a GPA of 1.7 in some semesters but not all?,No.,44
What is the University of San Carlos promoting to make the school safe and accepting of a learning environment?,A positive school climate.,45
What does a positive school climate mean?,"Everyone – students, teachers, staff, parents, and community members – feels safe, welcome, and respected.",45
What are the focuses of making the University safe and accepting?,"Collaboratively promoting positive student behavior through a code of ethics and conduct, building healthy and respectful relationships throughout the whole school community, preventing inappropriate behavior through initiatives like counseling and other prevention, formation, and intervention programs, and addressing inappropriate behavior through progressive and positive discipline.",45
What is the University of San Carlos moving towards in terms of discipline?,Positive discipline.,45
What has the University of San Carlos used for a long time in terms of discipline?,Progressive discipline.,45
What are the core actions of progressive discipline in four steps?,"Conversing with student offenders, giving them a written warning, meting out a suspension penalty from classes, and expelling them in extreme cases.",45
What does positive discipline do to students?,Reinforces the good behavior of students and helps them handle negative behavior in an appropriate and mature manner.,45
What is the duty of the school when students do things beneath their expected duties and responsibilities and/or behave inappropriately?,"To teach, guide, mentor, and support them in the intrapersonal or interpersonal trait that they lack.",45
What does the school want students to realize through progressive and positive discipline?,"What behaviors are acceptable and which are not, and that their choices have consequences.",45
How does the school foster holistic character development and wellness?,By encouraging the students to do the right thing willfully next time due to personal enlightenment (instinct motivation) and not because of fear of sanctions (extrinsic motivation).,45
What does the application of progressive and positive discipline increase in students?,Their self-esteem and self-efficacy.,45
What aspect of the school's motto is developed in students through progressive and positive discipline?,The Virtus aspect.,45
What does Virtus mean?,Being true to one’s self and to God in the practice of one’s profession and as a member of society.,45
What does Virtus require?,"Responding to conscience, building up character, and acting in prudence.",45
What is mirrored in the evangelical attitudes of Virtus?,Listening and imbibing the beatitudes of Jesus.,45
What is developed in students when they possess Virtus?,The Carolinian identity.,45
What are students and graduates from their respective schools of discipline expected to possess?,The attributes and identity of a Carolinian.,45
What are Carolinian businessmen and economists expected to be?,"Lifelong learners who continuously strive to become leading economic researchers, global leaders, entrepreneurs, and ethical professionals pushing for inclusive growth grounded on the context of Cebu, Philippines.",45
What are Carolinian designers expected to possess?,"Values and professional ethics in the fair engagement with clients, colleagues, allied professionals, and the public.",45
What do Carolinian designers advocate for?,Social responsibility for a just and sustainable development of the natural and built environment.,45
What are Carolinian educators expected to be?,Noble professionals who seek to uphold the integrity of the teaching profession as missionary educators witnessing to the Word.,45
What do Carolinian educators seek to contribute to?,The development of educational theories and practices through functional and meaningful research.,45
What are Carolinian lawyers or political scientists expected to pursue?,The common good under the rule of law.,45
What are Carolinian professional engineers expected to be?,Noble leaders and innovators guided by the Gospel truths as they assist society to find sustainable and appropriate solutions to local and global problems.,45
What are Carolinian scientists and artists expected to be?,"Analytical, critical, open-minded, and innovative professionals imbued with values anchored on the common good.",45
What do Carolinian scientists and artists become?,Advocates of the common good who provide holistic perspective and integral understanding of realities.,45
What is the Code of Conduct for Students aimed at developing in students?,"The Code of Conduct aims to develop the sensitivity of students to moral issues in contemporary life, to strengthen their courage and ability to speak out and act on these issues, and thus, to hone their sense of personal identity as Witness to the Word.",46
What is the University's goal for its graduates?,"USC aims at the holistic formation of the individual that enlightens the mind, hones skills, and positively transforms character and behavior.",46
What are the three key aspects of a USC graduate?,"Graduates of USC are professionally competent and skilled (Scientia), are value-driven and noble in character (Virtus), and are dedicated to social transformation (Devotio).",46
What is expected of each student of the University?,"Each student of the University is expected to act as a mature Christian, to conduct himself/herself with dignity and deportment, and to uphold the moral standards inside and outside of the Catholic University.",46
What is the responsibility of students in maintaining a suitable environment conducive to learning?,"Students perform their part in this shared responsibility by faithfully adhering to the rules and regulations given in the Student Manual; assuming full accountability and responsibility for their own learning and actively taking part in the learning of other students; exerting every effort to relate what they learn in the classroom to the real world outside; observing proper academic conduct at all times, specifically abstaining from committing plagiarism, cheating in tests or examinations, falsifying academic documents, and abetting students to do all these immoral acts; and demonstrating sensitivity to and appreciation of the facilities provided for their learning by the University by refraining from defacing, damaging, or committing wastage and theft of institutional resources.",46
What is expected of students in their relationship with their peers?,Students are responsible for promoting genuine collegiality among their peers through mutual respect as well as by the example of their moral behavior.,46
How should students treat their fellow students?,"Students should respect the rights of fellow students to learn and afford them courtesy and respect at all times; value and respect the diverse qualities and gifts of their peers, especially those of other cultures, religions, sexual orientation, gender identity and gender expressions, nationalities, and social classes; respect each other as individuals; and accept constructive criticism from fellow students.",46
What is not allowed in the treatment of fellow students?,"Under no circumstance shall they physically or psychologically harm or threaten to harm others by bullying, hazing, stalking, harassing or discriminating students in any form.",46
How should students treat their teachers?,"Students demonstrate respect in the following manner: treating their teachers with the respect for the experience, knowledge, and concern they have for their welfare and learning; appropriately asking permission to use communication and information technology equipment in the classroom as a sign of respect to the teacher; actively participating and engaging in sound interaction and dialogue with their teachers and their peers without fear of intimidation; appreciating feedback or constructive criticisms from their teachers as part of the normal process of formative education; refraining from giving personal favors or gifts, whether in cash or in kind, in return for any special consideration such as a passing grade, the granting of honors, consideration, or other concessions; being truthful in their reasons for not completing academic assignments, attending class, or taking an examination; and properly elevating their concern to the proper authorities like the department chairperson, dean, Vice Presidents for Academic Affairs, and/ or the President should they feel they are not given a fair and reasonable hearing on an academic matter.",46
How should students treat administrative employees?,Students show recognition of this important contribution by treating administrative employees with respect and courtesy regardless of their administrative status or position; being sensitive to the administrative employees’ schedules and workload in dealing with them; and properly elevating their concern to the administrative employee’s immediate superior should they feel they are not given a reasonable response on a particular request or dispute.,46
What is expected of students in their relationship with the University?,Students show themselves to be socially responsible by practicing abiding by the rules and regulations.,46
What is the importance of wearing the student ID?,The student ID is a vital component of the University’s security system as it identifies the student as a bona fide member of the University.,46
How should students wear their ID?,Students should wear their Identification Cards on campus and present the same whenever requested by University personnel.,46
What is not allowed with the student ID?,"It is NOT to be defaced, altered, or misused in any way, shape, or form. It is non-transferable, not lent or copied, nor discarded indiscriminately.",46
What is the dress code policy of the University?,Students are required to wear the proper school uniform and/ or dress code according to the specifications and standards set by the University.,46
Who are exempted from wearing the school uniform?,"The following may apply for uniform exemption at OSFA prior to the start of the term: Persons with Disabilities (PWDs), Students with Special Medical Needs, Different Sexual Orientation as indicated in the declaration of orientation, Cultural Considerations, Working students for gainful employment, Married students, Pregnant Women, Cross-Enrollees, Second Coursers, On-the-Job Training (Internship).",46
What is expected of students in their relationship with the community?,"In immersing themselves in community-related activities, the students should bear in mind that they represent the institution’s interest and involvement in establishing rapport with and support of community members.",46
How should students conduct themselves in community-related activities?,"Students are expected to participate in community services and extracurricular activities by making active use of the knowledge and skills they have gained at the university; support the activities of other sectors, such as civil society, government, and parochial and religious organizations; behave responsibly in the use of communication and information technology, especially when engaging in any action that may impact the privacy, dignity, and/or rights of institutions, groups or individuals, including themselves; conduct themselves properly and use the name of the University during off-campus activities, especially those that are cultural and educational in nature; and refrain from involving the University in their own personal financial dealings.",46
What is prohibited in off-campus activities?,Students should not cast aspersion or bring dishonor and discredit to the University or tarnish its good name and reputation.,46
What is the University's authority over students?,The University has the right and authority to regulate their conduct and activities on or off campus when these conduct and activities affect the good order and welfare of the University or have a direct and immediate effect on the discipline or general welfare of the school.,46
What is prohibited in creating online accounts?,Creating fictitious account that does not carry the real name of the student but can be identified as a Carolinian is prohibited.,46
What is Netiquette for Carolinians?,"While social media platforms are avenue for communication and expression of learning, responsible Carolinians should be mindful of the proper conduct and use of these resources.",46
What are the guidelines for online activities?,"Learners are expected to observe proper ethical values, be culturally sensitive and conscious of the risks associated with plagiarism, cyberbullying, use of abusive language and other related actions that are against the ethical and moral standards that will have a negative impact on their holistic formation and university reputation.",46
What are the rules for attending online activities?,"Attend an online activity properly groomed; be on time; be respectful; be mindful of the grammar and spelling; be polite; be considerate when making remarks; choose a place where there is no distraction; once the activity has started, be attentive to the speaker for the entire period and be participative; turn on the camera for the whole duration of the activity; and keep the mic muted unless it is one’s turn to speak.",46
On which days are Carolinians allowed to wear civilian clothing?,"Wash days (Wednesday and Saturdays), Summer term and upon request.",47
What should Carolinians reflect when wearing civilian clothing?,Modesty and decency along with appearing professional and consistent with the University’s core values and identity.,47
What type of top wear is not allowed?,"Revealing clothing such as crop tops, see-through, tube-top, spaghetti straps, backless or sleeveless.",47
What kind of shirts with prints and designs are not allowed?,"Those that are sexually suggestive, instigate violence, or contain offensive racial slurs, symbols, language, and comments.",47
Are plunging necklines and off-shoulder blouses allowed?,No.,47
Are mini and tight-fitting dresses allowed?,No.,47
What type of bottom wear is not allowed?,"Miniskirts, short skirts, and shorts of any style (culottes, city shorts, cycling shorts).",47
Are see-through bottoms showing the undergarments allowed?,No.,47
